"$R1 [mm]","$R2 [mm]","$R3 [mm]","$R4 [mm]","Freq [GHz]","dB(St(1,1)) []"
0.76,1,1.75,2,19.48,-3.63243645009924
0.76,1,1.75,2,19.49,-3.66498439794707
0.76,1,1.75,2,19.5,-3.69874940955899
0.76,1,1.75,2,19.51,-3.73375939541237
0.76,1,1.75,2,19.52,-3.77004297680467
0.76,1,1.75,2,19.53,-3.8076294912759
0.76,1,1.75,2,19.54,-3.84654899655191
0.76,1,1.75,2,19.55,-3.88683227283573
0.76,1,1.75,2,19.56,-3.9285108232566
0.76,1,1.75,2,19.57,-3.97161687226752
0.76,1,1.75,2,19.58,-4.01618336176131
0.76,1,1.75,2,19.59,-4.06224394465193
0.76,1,1.75,2,19.6,-4.10983297564291
0.76,1,1.75,2,19.61,-4.15898549887659
0.76,1,1.75,2,19.62,-4.20973723212753
0.76,1,1.75,2,19.63,-4.26212454716937
0.76,1,1.75,2,19.64,-4.316184445907
0.76,1,1.75,2,19.65,-4.37195453182508
0.76,1,1.75,2,19.66,-4.42947297625773
0.76,1,1.75,2,19.67,-4.4887784789336
0.76,1,1.75,2,19.68,-4.54991022219532
0.76,1,1.75,2,19.69,-4.61290781822922
0.76,1,1.75,2,19.7,-4.67781124857315
0.76,1,1.75,2,19.71,-4.74466079509343
0.76,1,1.75,2,19.72,-4.81349696153792
0.76,1,1.75,2,19.73,-4.88436038467776
0.76,1,1.75,2,19.74,-4.95729173394699
0.76,1,1.75,2,19.75,-5.03233159837339
0.76,1,1.75,2,19.76,-5.10952035946732
0.76,1,1.75,2,19.77,-5.18889804859355
0.76,1,1.75,2,19.78,-5.27050418719567
0.76,1,1.75,2,19.79,-5.35437760807215
0.76,1,1.75,2,19.8,-5.44055625571313
0.76,1,1.75,2,19.81,-5.52907696350191
0.76,1,1.75,2,19.82,-5.61997520535829
0.76,1,1.75,2,19.83,-5.71328481915687
0.76,1,1.75,2,19.84,-5.80903769898603
0.76,1,1.75,2,19.85,-5.90726345302967
0.76,1,1.75,2,19.86,-6.00798902354805
0.76,1,1.75,2,19.87,-6.1112382651124
0.76,1,1.75,2,19.88,-6.21703147691301
0.76,1,1.75,2,19.89,-6.32538488461455
0.76,1,1.75,2,19.9,-6.4363100668871
0.76,1,1.75,2,19.91,-6.54981332140155
0.76,1,1.75,2,19.92,-6.66589496476292
0.76,1,1.75,2,19.93,-6.78454856057817
0.76,1,1.75,2,19.94,-6.90576006964415
0.76,1,1.75,2,19.95,-7.02950691612446
0.76,1,1.75,2,19.96,-7.15575696360331
0.76,1,1.75,2,19.97,-7.28446739510868
0.76,1,1.75,2,19.98,-7.41558349164672
0.76,1,1.75,2,19.99,-7.54903730456271
0.76,1,1.75,2,20,-7.684746218231
0.76,1,1.75,2,20.01,-7.8226114012851
0.76,1,1.75,2,20.02,-7.96251614695733
0.76,1,1.75,2,20.03,-8.10432410625193
0.76,1,1.75,2,20.04,-8.2478774217824
0.76,1,1.75,2,20.05,-8.39299477534255
0.76,1,1.75,2,20.06,-8.53946936882593
0.76,1,1.75,2,20.07,-8.68706686612826
0.76,1,1.75,2,20.08,-8.83552333330838
0.76,1,1.75,2,20.09,-8.98454322562872
0.76,1,1.75,2,20.1,-9.13379748315158
0.76,1,1.75,2,20.11,-9.28292181118691
0.76,1,1.75,2,20.12,-9.4315152377554
0.76,1,1.75,2,20.13,-9.57913905675337
0.76,1,1.75,2,20.14,-9.72531628179049
0.76,1,1.75,2,20.15,-9.86953175043045
0.76,1,1.75,2,20.16,-10.0112330300929
0.76,1,1.75,2,20.17,-10.1498322830473
0.76,1,1.75,2,20.18,-10.2847092462402
0.76,1,1.75,2,20.19,-10.4152154694354
0.76,1,1.75,2,20.2,-10.5406799296123
0.76,1,1.75,2,20.21,-10.6604160984805
0.76,1,1.75,2,20.22,-10.7737304819262
0.76,1,1.75,2,20.23,-10.8799325752766
0.76,1,1.75,2,20.24,-10.9783460885217
0.76,1,1.75,2,20.25,-11.0683211955952
0.76,1,1.75,2,20.26,-11.1492474586431
0.76,1,1.75,2,20.27,-11.2205669814267
0.76,1,1.75,2,20.28,-11.2817872667364
0.76,1,1.75,2,20.29,-11.332493202393
0.76,1,1.75,2,20.3,-11.3723575890729
0.76,1,1.75,2,20.31,-11.4011496575675
0.76,1,1.75,2,20.32,-11.418741104969
0.76,1,1.75,2,20.33,-11.4251093045782
0.76,1,1.75,2,20.34,-11.4203375030238
0.76,1,1.75,2,20.35,-11.4046119953172
0.76,1,1.75,2,20.36,-11.3782164467141
0.76,1,1.75,2,20.37,-11.3415236915401
0.76,1,1.75,2,20.38,-11.2949854683311
0.76,1,1.75,2,20.39,-11.2391206371663
0.76,1,1.75,2,20.4,-11.1745024642183
0.76,1,1.75,2,20.41,-11.1017455515713
0.76,1,1.75,2,20.42,-11.0214929435613
0.76,1,1.75,2,20.43,-10.934403864041
0.76,1,1.75,2,20.44,-10.8411424434582
0.76,1,1.75,2,20.45,-10.7423676916633
0.76,1,1.75,2,20.46,-10.6387248716858
0.76,1,1.75,2,20.47,-10.5308383387306
0.76,1,1.75,2,20.48,-10.4193058321381
0.76,1,1.75,2,20.49,-10.3046941483271
0.76,1,1.75,2,20.5,-10.1875360800394
0.76,1,1.75,2,20.51,-10.0683284802445
0.76,1,1.75,2,20.52,-9.94753129562739
0.76,1,1.75,2,20.53,-9.82556741199907
0.76,1,1.75,2,20.54,-9.70282315950874
0.76,1,1.75,2,20.55,-9.57964933666362
0.76,1,1.75,2,20.56,-9.45636262671722
0.76,1,1.75,2,20.57,-9.33324729621178
0.76,1,1.75,2,20.58,-9.21055708203572
0.76,1,1.75,2,20.59,-9.08851718934574
0.76,1,1.75,2,20.6,-8.96732633749002
0.76,1,1.75,2,20.61,-8.84715880430993
0.76,1,1.75,2,20.62,-8.72816643073283
0.76,1,1.75,2,20.63,-8.61048055739313
0.76,1,1.75,2,20.64,-8.49421387320633
0.76,1,1.75,2,20.65,-8.37946216251562
0.76,1,1.75,2,20.66,-8.26630594279773
0.76,1,1.75,2,20.67,-8.15481198913228
0.76,1,1.75,2,20.68,-8.04503474488003
0.76,1,1.75,2,20.69,-7.93701762044724
0.76,1,1.75,2,20.7,-7.8307941837766
0.76,1,1.75,2,20.71,-7.72638924743425
0.76,1,1.75,2,20.72,-7.62381985796438
0.76,1,1.75,2,20.73,-7.52309619365358
0.76,1,1.75,2,20.74,-7.42422237706134
0.76,1,1.75,2,20.75,-7.32719720869637
0.76,1,1.75,2,20.76,-7.2320148281013
0.76,1,1.75,2,20.77,-7.13866530838981
0.76,1,1.75,2,20.78,-7.04713518999671
0.76,1,1.75,2,20.79,-6.95740795907066
0.76,1,1.75,2,20.8,-6.86946447558945
0.76,1,1.75,2,20.81,-6.78328335591494
0.76,1,1.75,2,20.82,-6.69884131414327
0.76,1,1.75,2,20.83,-6.61611346625547
0.76,1,1.75,2,20.84,-6.5350736007335
0.76,1,1.75,2,20.85,-6.4556944189872
0.76,1,1.75,2,20.86,-6.37794774863468
0.76,1,1.75,2,20.87,-6.30180473239896
0.76,1,1.75,2,20.88,-6.22723599512215
0.76,1,1.75,2,20.89,-6.15421179115907
0.76,1,1.75,2,20.9,-6.08270213419309
0.76,1,1.75,2,20.91,-6.01267691131435
0.76,1,1.75,2,20.92,-5.94410598301959
0.76,1,1.75,2,20.93,-5.87695927062478
0.76,1,1.75,2,20.94,-5.81120683243264
0.76,1,1.75,2,20.95,-5.74681892985972
0.76,1,1.75,2,20.96,-5.68376608460536
0.76,1,1.75,2,20.97,-5.6220191278336
0.76,1,1.75,2,20.98,-5.56154924223905
0.76,1,1.75,2,20.99,-5.50232799777807
0.76,1,1.75,2,21,-5.44432738176508
0.76,1,1.75,2,21.01,-5.38751982396174
0.76,1,1.75,2,21.02,-5.33187821722095
0.76,1,1.75,2,21.03,-5.27737593418922
0.76,1,1.75,2,21.04,-5.22398684051789
0.76,1,1.75,2,21.05,-5.17168530498715
0.76,1,1.75,2,21.06,-5.12044620690391
0.76,1,1.75,2,21.07,-5.07024494109616
0.76,1,1.75,2,21.08,-5.02105742079391
0.76,1,1.75,2,21.09,-4.97286007865424
0.76,1,1.75,2,21.1,-4.92562986616204
0.76,1,1.75,2,21.11,-4.87934425161304
0.76,1,1.75,2,21.12,-4.83398121686334
0.76,1,1.75,2,21.13,-4.78951925301042
0.76,1,1.75,2,21.14,-4.74593735515251
0.76,1,1.75,2,21.15,-4.70321501635762
0.76,1,1.75,2,21.16,-4.66133222095904
0.76,1,1.75,2,21.17,-4.62026943728153
0.76,1,1.75,2,21.18,-4.58000760989083
0.76,1,1.75,2,21.19,-4.54052815144898
0.76,1,1.75,2,21.2,-4.50181293424872
0.76,1,1.75,2,21.21,-4.46384428149181
0.76,1,1.75,2,21.22,-4.42660495836903
0.76,1,1.75,2,21.23,-4.39007816299273
0.76,1,1.75,2,21.24,-4.35424751722694
0.76,1,1.75,2,21.25,-4.31909705745463
0.76,1,1.75,2,21.26,-4.28461122531742
0.76,1,1.75,2,21.27,-4.25077485845766
0.76,1,1.75,2,21.28,-4.21757318129058
0.76,1,1.75,2,21.29,-4.18499179582908
0.76,1,1.75,2,21.3,-4.15301667258205
0.76,1,1.75,2,21.31,-4.12163414154344
0.76,1,1.75,2,21.32,-4.09083088328742
0.76,1,1.75,2,21.33,-4.06059392018242
0.76,1,1.75,2,21.34,-4.0309106077351
0.76,1,1.75,2,21.35,-4.00176862607345
0.76,1,1.75,2,21.36,-3.97315597157669
0.76,1,1.75,2,21.37,-3.94506094865828
0.76,1,1.75,2,21.38,-3.91747216170707
0.76,1,1.75,2,21.39,-3.8903785071906
0.76,1,1.75,2,21.4,-3.86376916592347
0.76,1,1.75,2,21.41,-3.83763359550295
0.76,1,1.75,2,21.42,-3.81196152291327
0.76,1,1.75,2,21.43,-3.78674293729918
0.76,1,1.75,2,21.44,-3.76196808290894
0.76,1,1.75,2,21.45,-3.73762745220638
0.76,1,1.75,2,21.46,-3.71371177915118
0.76,1,1.75,2,21.47,-3.69021203264601
0.76,1,1.75,2,21.48,-3.66711941014904
0.76,1,1.75,2,21.49,-3.64442533144999
0.76,1,1.75,2,21.5,-3.6221214326074
0.76,1,1.75,2,21.51,-3.60019956004495
0.76,1,1.75,2,21.52,-3.57865176480425
0.76,1,1.75,2,21.53,-3.5574702969513
0.76,1,1.75,2,21.54,-3.53664760013392
0.76,1,1.75,2,21.55,-3.51617630628731
0.76,1,1.75,2,21.56,-3.49604923048445
0.76,1,1.75,2,21.57,-3.47625936592871
0.76,1,1.75,2,21.58,-3.45679987908509
0.76,1,1.75,2,21.59,-3.43766410494746
0.76,1,1.75,2,21.6,-3.41884554243814
0.76,1,1.75,2,21.61,-3.40033784993714
0.76,1,1.75,2,21.62,-3.3821348409375
0.76,1,1.75,2,21.63,-3.36423047982391
0.76,1,1.75,2,21.64,-3.34661887777132
0.76,1,1.75,2,21.65,-3.32929428876043
0.76,1,1.75,2,21.66,-3.31225110570718
0.76,1,1.75,2,21.67,-3.29548385670302
0.76,1,1.75,2,21.68,-3.27898720136313
0.76,1,1.75,2,21.69,-3.26275592727953
0.76,1,1.75,2,21.7,-3.24678494657643
0.76,1,1.75,2,21.71,-3.23106929256465
0.76,1,1.75,2,21.72,-3.21560411649273
0.76,1,1.75,2,21.73,-3.20038468439167
0.76,1,1.75,2,21.74,-3.18540637401092
0.76,1,1.75,2,21.75,-3.17066467184277
0.76,1,1.75,2,21.76,-3.15615517023285
0.76,1,1.75,2,21.77,-3.14187356457407
0.76,1,1.75,2,21.78,-3.12781565058162
0.76,1,1.75,2,21.79,-3.11397732164679
0.76,1,1.75,2,21.8,-3.10035456626712
0.76,1,1.75,2,21.81,-3.08694346555083
0.76,1,1.75,2,21.82,-3.07374019079314
0.76,1,1.75,2,21.83,-3.06074100112254
0.76,1,1.75,2,21.84,-3.04794224121484
0.76,1,1.75,2,21.85,-3.03534033907307
0.76,1,1.75,2,21.86,-3.02293180387109
0.76,1,1.75,2,21.87,-3.01071322385928
0.76,1,1.75,2,21.88,-2.99868126433025
0.76,1,1.75,2,21.89,-2.98683266564284
0.76,1,1.75,2,21.9,-2.97516424130268
0.76,1,1.75,2,21.91,-2.96367287609768
0.76,1,1.75,2,21.92,-2.95235552428657
0.76,1,1.75,2,21.93,-2.94120920783928
0.76,1,1.75,2,21.94,-2.9302310147272
0.76,1,1.75,2,21.95,-2.91941809726217
0.76,1,1.75,2,21.96,-2.90876767048244
0.76,1,1.75,2,21.97,-2.8982770105845
0.76,1,1.75,2,21.98,-2.88794345339904
0.76,1,1.75,2,21.99,-2.87776439291017
0.76,1,1.75,2,22,-2.86773727981612
0.76,1,1.75,2,22.01,-2.85785962013056
0.76,1,1.75,2,22.02,-2.84812897382312
0.76,1,1.75,2,22.03,-2.83854295349801
0.76,1,1.75,2,22.04,-2.8290992231096
0.76,1,1.75,2,22.05,-2.81979549671383
0.76,1,1.75,2,22.06,-2.8106295372544
0.76,1,1.75,2,22.07,-2.80159915538274
0.76,1,1.75,2,22.08,-2.79270220831065
0.76,1,1.75,2,22.09,-2.78393659869481
0.76,1,1.75,2,22.1,-2.77530027355205
0.76,1,1.75,2,22.11,-2.76679122320448
0.76,1,1.75,2,22.12,-2.75840748025387
0.76,1,1.75,2,22.13,-2.75014711858391
0.76,1,1.75,2,22.14,-2.74200825239011
0.76,1,1.75,2,22.15,-2.733989035236
0.76,1,1.75,2,22.16,-2.72608765913525
0.76,1,1.75,2,22.17,-2.71830235365879
0.76,1,1.75,2,22.18,-2.7106313850661
0.76,1,1.75,2,22.19,-2.70307305546024
0.76,1,1.75,2,22.2,-2.69562570196561
0.76,1,1.75,2,22.21,-2.68828769592804
0.76,1,1.75,2,22.22,-2.68105744213646
0.76,1,1.75,2,22.23,-2.67393337806543
0.76,1,1.75,2,22.24,-2.66691397313815
0.76,1,1.75,2,22.25,-2.65999772800915
0.76,1,1.75,2,22.26,-2.65318317386624
0.76,1,1.75,2,22.27,-2.64646887175107
0.76,1,1.75,2,22.28,-2.63985341189784
0.76,1,1.75,2,22.29,-2.6333354130896
0.76,1,1.75,2,22.3,-2.62691352203169
0.76,1,1.75,2,22.31,-2.62058641274176
0.76,1,1.75,2,22.32,-2.61435278595598
0.76,1,1.75,2,22.33,-2.60821136855091
0.76,1,1.75,2,22.34,-2.60216091298069
0.76,1,1.75,2,22.35,-2.59620019672902
0.76,1,1.75,2,22.36,-2.59032802177558
0.76,1,1.75,2,22.37,-2.58454321407646
0.76,1,1.75,2,22.38,-2.57884462305821
0.76,1,1.75,2,22.39,-2.57323112112523
0.76,1,1.75,2,22.4,-2.5677016031799
0.76,1,1.75,2,22.41,-2.56225498615541
0.76,1,1.75,2,22.42,-2.55689020856067
0.76,1,1.75,2,22.43,-2.55160623003717
0.76,1,1.75,2,22.44,-2.54640203092732
0.76,1,1.75,2,22.45,-2.54127661185403
0.76,1,1.75,2,22.46,-2.53622899331129
0.76,1,1.75,2,22.47,-2.53125821526528
0.76,1,1.75,2,22.48,-2.52636333676592
0.76,1,1.75,2,22.49,-2.52154343556846
0.76,1,1.75,2,22.5,-2.51679760776489
0.76,1,1.75,2,22.51,-2.51212496742487
0.76,1,1.75,2,22.52,-2.50752464624605
0.76,1,1.75,2,22.53,-2.50299579321335
0.76,1,1.75,2,22.54,-2.4985375742671
0.76,1,1.75,2,22.55,-2.49414917197982
0.76,1,1.75,2,22.56,-2.48982978524127
0.76,1,1.75,2,22.57,-2.4855786289518
0.76,1,1.75,2,22.58,-2.48139493372349
0.76,1,1.75,2,22.59,-2.47727794558921
0.76,1,1.75,2,22.6,-2.47322692571904
0.76,1,1.75,2,22.61,-2.46924115014424
0.76,1,1.75,2,22.62,-2.46531990948825
0.76,1,1.75,2,22.63,-2.46146250870481
0.76,1,1.75,2,22.64,-2.4576682668228
0.76,1,1.75,2,22.65,-2.4539365166978
0.76,1,1.75,2,22.66,-2.45026660477015
0.76,1,1.75,2,22.67,-2.4466578908293
0.76,1,1.75,2,22.68,-2.44310974778439
0.76,1,1.75,2,22.69,-2.43962156144086
0.76,1,1.75,2,22.7,-2.4361927302829
0.76,1,1.75,2,22.71,-2.43282266526172
0.76,1,1.75,2,22.72,-2.42951078958943
0.76,1,1.75,2,22.73,-2.42625653853832
0.76,1,1.75,2,22.74,-2.42305935924558
0.76,1,1.75,2,22.75,-2.41991871052329
0.76,1,1.75,2,22.76,-2.41683406267333
0.76,1,1.75,2,22.77,-2.41380489730758
0.76,1,1.75,2,22.78,-2.41083070717269
0.76,1,1.75,2,22.79,-2.40791099597988
0.76,1,1.75,2,22.8,-2.40504527823925
0.76,1,1.75,2,22.81,-2.40223307909871
0.76,1,1.75,2,22.82,-2.39947393418737
0.76,1,1.75,2,22.83,-2.39676738946329
0.76,1,1.75,2,22.84,-2.39411300106553
0.76,1,1.75,2,22.85,-2.3915103351703
0.76,1,1.75,2,22.86,-2.38895896785129
0.76,1,1.75,2,22.87,-2.38645848494399
0.76,1,1.75,2,22.88,-2.38400848191386
0.76,1,1.75,2,22.89,-2.38160856372842
0.76,1,1.75,2,22.9,-2.37925834473304
0.76,1,1.75,2,22.91,-2.3769574485305
0.76,1,1.75,2,22.92,-2.37470550786404
0.76,1,1.75,2,22.93,-2.37250216450404
0.76,1,1.75,2,22.94,-2.37034706913812
0.76,1,1.75,2,22.95,-2.36823988126465
0.76,1,1.75,2,22.96,-2.3661802690896
0.76,1,1.75,2,22.97,-2.36416790942661
0.76,1,1.75,2,22.98,-2.36220248760038
0.76,1,1.75,2,22.99,-2.36028369735302
0.76,1,1.75,2,23,-2.35841124075362
0.76,1,1.75,2,23.01,-2.35658482811083
0.76,1,1.75,2,23.02,-2.35480417788831
0.76,1,1.75,2,23.03,-2.35306901662325
0.76,1,1.75,2,23.04,-2.35137907884754
0.76,1,1.75,2,23.05,-2.34973410701195
0.76,1,1.75,2,23.06,-2.34813385141293
0.76,1,1.75,2,23.07,-2.34657807012209
0.76,1,1.75,2,23.08,-2.34506652891851
0.76,1,1.75,2,23.09,-2.34359900122338
0.76,1,1.75,2,23.1,-2.34217526803745
0.76,1,1.75,2,23.11,-2.34079511788081
0.76,1,1.75,2,23.12,-2.33945834673522
0.76,1,1.75,2,23.13,-2.33816475798882
0.76,1,1.75,2,23.14,-2.33691416238321
0.76,1,1.75,2,23.15,-2.33570637796285
0.76,1,1.75,2,23.16,-2.33454123002674
0.76,1,1.75,2,23.17,-2.33341855108237
0.76,1,1.75,2,23.18,-2.33233818080178
0.76,1,1.75,2,23.19,-2.33129996597986
0.76,1,1.75,2,23.2,-2.33030376049466
0.76,1,1.75,2,23.21,-2.32934942526984
0.76,1,1.75,2,23.22,-2.32843682823906
0.76,1,1.75,2,23.23,-2.3275658443124
0.76,1,1.75,2,23.24,-2.32673635534468
0.76,1,1.75,2,23.25,-2.32594825010565
0.76,1,1.75,2,23.26,-2.32520142425202
0.76,1,1.75,2,23.27,-2.32449578030125
0.76,1,1.75,2,23.28,-2.32383122760716
0.76,1,1.75,2,23.29,-2.32320768233713
0.76,1,1.75,2,23.3,-2.32262506745095
0.76,1,1.75,2,23.31,-2.32208331268137
0.76,1,1.75,2,23.32,-2.32158235451604
0.76,1,1.75,2,23.33,-2.32112213618098
0.76,1,1.75,2,23.34,-2.32070260762553
0.76,1,1.75,2,23.35,-2.3203237255086
0.76,1,1.75,2,23.36,-2.3199854531862
0.76,1,1.75,2,23.37,-2.31968776070032
0.76,1,1.75,2,23.38,-2.31943062476885
0.76,1,1.75,2,23.39,-2.31921402877674
0.76,1,1.75,2,23.4,-2.31903796276804
0.76,1,1.75,2,23.41,-2.31890242343908
0.76,1,1.75,2,23.42,-2.31880741413234
0.76,1,1.75,2,23.43,-2.31875294483128
0.76,1,1.75,2,23.44,-2.31873903215577
0.76,1,1.75,2,23.45,-2.31876569935821
0.76,1,1.75,2,23.46,-2.31883297632011
0.76,1,1.75,2,23.47,-2.3189408995491
0.76,1,1.75,2,23.48,-2.31908951217635
0.76,1,1.75,2,23.49,-2.319278863954
0.76,1,1.75,2,23.5,-2.31950901125289
0.76,1,1.75,2,23.51,-2.31978001706002
0.76,1,1.75,2,23.52,-2.32009195097603
0.76,1,1.75,2,23.53,-2.32044488921222
0.76,1,1.75,2,23.54,-2.32083891458711
0.76,1,1.75,2,23.55,-2.32127411652249
0.76,1,1.75,2,23.56,-2.32175059103848
0.76,1,1.75,2,23.57,-2.32226844074773
0.76,1,1.75,2,23.58,-2.32282777484846
0.76,1,1.75,2,23.59,-2.32342870911607
0.76,1,1.75,2,23.6,-2.32407136589317
0.76,1,1.75,2,23.61,-2.32475587407786
0.76,1,1.75,2,23.62,-2.32548236910989
0.76,1,1.75,2,23.63,-2.32625099295456
0.76,1,1.75,2,23.64,-2.32706189408404
0.76,1,1.75,2,23.65,-2.32791522745582
0.76,1,1.75,2,23.66,-2.32881115448799
0.76,1,1.75,2,23.67,-2.32974984303108
0.76,1,1.75,2,23.68,-2.330731467336
0.76,1,1.75,2,23.69,-2.33175620801787
0.76,1,1.75,2,23.7,-2.3328242520152
0.76,1,1.75,2,23.71,-2.33393579254415
0.76,1,1.75,2,23.72,-2.33509102904734
0.76,1,1.75,2,23.73,-2.3362901671368
0.76,1,1.75,2,23.74,-2.33753341853052
0.76,1,1.75,2,23.75,-2.33882100098221
0.76,1,1.75,2,23.76,-2.34015313820352
0.76,1,1.75,2,23.77,-2.34153005977835
0.76,1,1.75,2,23.78,-2.34295200106847
0.76,1,1.75,2,23.79,-2.34441920310991
0.76,1,1.75,2,23.8,-2.34593191249934
0.76,1,1.75,2,23.81,-2.34749038126979
0.76,1,1.75,2,23.82,-2.34909486675487
0.76,1,1.75,2,23.83,-2.35074563144071
0.76,1,1.75,2,23.84,-2.35244294280465
0.76,1,1.75,2,23.85,-2.35418707314
0.76,1,1.75,2,23.86,-2.35597829936552
0.76,1,1.75,2,23.87,-2.357816902819
0.76,1,1.75,2,23.88,-2.35970316903344
0.76,1,1.75,2,23.89,-2.36163738749508
0.76,1,1.75,2,23.9,-2.36361985138165
0.76,1,1.75,2,23.91,-2.36565085727989
0.76,1,1.75,2,23.92,-2.36773070488076
0.76,1,1.75,2,23.93,-2.36985969665095
0.76,1,1.75,2,23.94,-2.3720381374792
0.76,1,1.75,2,23.95,-2.37426633429577
0.76,1,1.75,2,23.96,-2.37654459566337
0.76,1,1.75,2,23.97,-2.37887323133774
0.76,1,1.75,2,23.98,-2.38125255179602
0.76,1,1.75,2,23.99,-2.38368286773085
0.76,1,1.75,2,24,-2.38616448950812
0.76,1,1.75,2,24.01,-2.38869772658621
0.76,1,1.75,2,24.02,-2.39128288689417
0.76,1,1.75,2,24.03,-2.3939202761667
0.76,1,1.75,2,24.04,-2.39661019723297
0.76,1,1.75,2,24.05,-2.39935294925688
0.76,1,1.75,2,24.06,-2.40214882692557
0.76,1,1.75,2,24.07,-2.40499811958357
0.76,1,1.75,2,24.08,-2.40790111030895
0.76,1,1.75,2,24.09,-2.41085807492853
0.76,1,1.75,2,24.1,-2.41386928096849
0.76,1,1.75,2,24.11,-2.41693498653681
0.76,1,1.75,2,24.12,-2.4200554391336
0.76,1,1.75,2,24.13,-2.42323087438553
0.76,1,1.75,2,24.14,-2.42646151469998
0.76,1,1.75,2,24.15,-2.42974756783476
0.76,1,1.75,2,24.16,-2.43308922537865
0.76,1,1.75,2,24.17,-2.43648666113825
0.76,1,1.75,2,24.18,-2.43994002942608
0.76,1,1.75,2,24.19,-2.44344946324489
0.76,1,1.75,2,24.2,-2.44701507236282
0.76,1,1.75,2,24.21,-2.45063694127415
0.76,1,1.75,2,24.22,-2.45431512703959
0.76,1,1.75,2,24.23,-2.4580496570007
0.76,1,1.75,2,24.24,-2.46184052636212
0.76,1,1.75,2,24.25,-2.46568769563553
0.76,1,1.75,2,24.26,-2.46959108793906
0.76,1,1.75,2,24.27,-2.47355058614566
0.76,1,1.75,2,24.28,-2.47756602987373
0.76,1,1.75,2,24.29,-2.48163721231353
0.76,1,1.75,2,24.3,-2.48576387688241
0.76,1,1.75,2,24.31,-2.48994571370217
0.76,1,1.75,2,24.32,-2.49418235589172
0.76,1,1.75,2,24.33,-2.49847337566815
0.76,1,1.75,2,24.34,-2.5028182802496
0.76,1,1.75,2,24.35,-2.50721650755331
0.76,1,1.75,2,24.36,-2.51166742168235
0.76,1,1.75,2,24.37,-2.51617030819495
0.76,1,1.75,2,24.38,-2.5207243691505
0.76,1,1.75,2,24.39,-2.52532871792691
0.76,1,1.75,2,24.4,-2.52998237380418
0.76,1,1.75,2,24.41,-2.53468425631005
0.76,1,1.75,2,24.42,-2.53943317932394
0.76,1,1.75,2,24.43,-2.54422784493658
0.76,1,1.75,2,24.44,-2.54906683706332
0.76,1,1.75,2,24.45,-2.55394861481075
0.76,1,1.75,2,24.46,-2.55887150559705
0.76,1,1.75,2,24.47,-2.56383369802848
0.76,1,1.75,2,24.48,-2.56883323453567
0.76,1,1.75,2,24.49,-2.57386800377568
0.76,1,1.75,2,24.5,-2.57893573280772
0.76,1,1.75,2,24.51,-2.58403397905283
0.76,1,1.75,2,24.52,-2.58916012205065
0.76,1,1.75,2,24.53,-2.59431135502917
0.76,1,1.75,2,24.54,-2.59948467630689
0.76,1,1.75,2,24.55,-2.60467688054993
0.76,1,1.75,2,24.56,-2.60988454991124
0.76,1,1.75,2,24.57,-2.61510404508251
0.76,1,1.75,2,24.58,-2.6203314962948
0.76,1,1.75,2,24.59,-2.62556279430817
0.76,1,1.75,2,24.6,-2.63079358143651
0.76,1,1.75,2,24.61,-2.63601924265918
0.76,1,1.75,2,24.62,-2.64123489687708
0.76,1,1.75,2,24.63,-2.64643538837755
0.76,1,1.75,2,24.64,-2.65161527857888
0.76,1,1.75,2,24.65,-2.65676883813237
0.76,1,1.75,2,24.66,-2.66189003946741
0.76,1,1.75,2,24.67,-2.66697254987224
0.76,1,1.75,2,24.68,-2.6720097252109
0.76,1,1.75,2,24.69,-2.67699460438479
0.76,1,1.75,2,24.7,-2.68191990465466
0.76,1,1.75,2,24.71,-2.6867780179468
0.76,1,1.75,2,24.72,-2.69156100827441
0.76,1,1.75,2,24.73,-2.69626061041234
0.76,1,1.75,2,24.74,-2.70086822996956
0.76,1,1.75,2,24.75,-2.70537494500987
0.76,1,1.75,2,24.76,-2.709771509376
0.76,1,1.75,2,24.77,-2.714048357876
0.76,1,1.75,2,24.78,-2.71819561349334
0.76,1,1.75,2,24.79,-2.72220309678293
0.76,1,1.75,2,24.8,-2.72606033761399
0.76,1,1.75,2,24.81,-2.72975658941803
0.76,1,1.75,2,24.82,-2.73328084609404
0.76,1,1.75,2,24.83,-2.7366218617153
0.76,1,1.75,2,24.84,-2.73976817317077
0.76,1,1.75,2,24.85,-2.7427081258599
0.76,1,1.75,2,24.86,-2.74542990254187
0.76,1,1.75,2,24.87,-2.74792155541911
0.76,1,1.75,2,24.88,-2.75017104150988
0.76,1,1.75,2,24.89,-2.75216626133598
0.76,1,1.75,2,24.9,-2.75389510091883
0.76,1,1.75,2,24.91,-2.75534547704088
0.76,1,1.75,2,24.92,-2.75650538568919
0.76,1,1.75,2,24.93,-2.75736295355446
0.76,1,1.75,2,24.94,-2.75790649241232
0.76,1,1.75,2,24.95,-2.75812455616468
0.76,1,1.75,2,24.96,-2.75800600026764
0.76,1,1.75,2,24.97,-2.75754004322023
0.76,1,1.75,2,24.98,-2.75671632973566
0.76,1,1.75,2,24.99,-2.75552499516403
0.76,1,1.75,2,25,-2.75395673068517
0.76,1,1.75,2,25.01,-2.75200284874214
0.76,1,1.75,2,25.02,-2.74965534814184
0.76,1,1.75,2,25.03,-2.74690697821022
0.76,1,1.75,2,25.04,-2.74375130135733
0.76,1,1.75,2,25.05,-2.74018275338213
